holding_id,account_id,ticker_symbol,asset_name,asset_class,quantity,cost_basis,market_value,last_updated
hld_48eb6dba-53b3-4870-b741-0b73dd61cb0e,acc_5318c91f-e0a5-4e8f-a140-52c6602c6013,BTC-USD,Bitcoin,Cryptocurrency,365.33,351969.88,643213.34,2025-06-17 13:37:44
hld_d753c564-f08f-4341-8d55-1305d661ef17,acc_5318c91f-e0a5-4e8f-a140-52c6602c6013,AAPL,Apple Inc.,Equity,118.03,25989.03,45157.97,2025-06-17 13:37:44
hld_7febd959-4245-438e-916a-4a4f05a5096f,acc_2dee7b4e-ae7a-433f-a58f-06418a28d7c5,AGG,iShares Core U.S. Aggregate Bond ETF,Fixed Income,19.59,9791.28,23061.1,2025-06-17 13:37:44
hld_00102e8a-c884-490e-b5ee-e3984ea38b74,acc_2dee7b4e-ae7a-433f-a58f-06418a28d7c5,AAPL,Apple Inc.,Equity,411.45,133717.14,169498.68,2025-06-17 13:37:44
hld_cdfde6cc-9eea-4280-bf7b-5d5a0c67cb55,acc_2dee7b4e-ae7a-433f-a58f-06418a28d7c5,TSLA,"Tesla, Inc.",Equity,76.84,74945.89,80580.82,2025-06-17 13:37:44
hld_a6fb3779-bdcf-4e88-b805-a44c3f060729,acc_2dee7b4e-ae7a-433f-a58f-06418a28d7c5,GLD,SPDR Gold Shares,Commodity,174.49,145501.98,122168.01,2025-06-17 13:37:44
hld_9939bbb1-3a7c-45e6-8550-2f69fba0f650,acc_2dee7b4e-ae7a-433f-a58f-06418a28d7c5,BTC-USD,Bitcoin,Cryptocurrency,34.19,8797.43,12303.38,2025-06-17 13:37:44
hld_d1b89d3c-e675-40af-99fa-cbf986e5665a,acc_2dee7b4e-ae7a-433f-a58f-06418a28d7c5,AMZN,"Amazon.com, Inc.",Equity,273.8,97522.08,161266.14,2025-06-17 13:37:44
hld_ba5876da-103a-47c3-b411-bc21f76e550a,acc_2dee7b4e-ae7a-433f-a58f-06418a28d7c5,BND,Vanguard Total Bond Market ETF,Fixed Income,311.32,197021.98,413936.34,2025-06-17 13:37:44
hld_db5bfaf4-d4df-4fde-9da9-816835d6a586,acc_e313ef0b-9b23-4f40-8f5a-55a5da03759d,JPM,JPMorgan Chase & Co.,Equity,53.03,11666.6,11258.84,2025-06-17 13:37:44
hld_4070627a-338b-402d-9055-f46be87a9152,acc_e313ef0b-9b23-4f40-8f5a-55a5da03759d,AMZN,"Amazon.com, Inc.",Equity,496.5,66153.66,129604.41,2025-06-17 13:37:44
hld_a1d19111-5459-4f60-8e43-64c7fa97cba3,acc_e313ef0b-9b23-4f40-8f5a-55a5da03759d,BRK-B,Berkshire Hathaway Inc.,Equity,428.65,223245.21,383705.01,2025-06-17 13:37:44
hld_2dfdd115-79ad-4219-a457-2566a495e4da,acc_e313ef0b-9b23-4f40-8f5a-55a5da03759d,V,Visa Inc.,Equity,371.88,309359.53,458263.43,2025-06-17 13:37:44
hld_c121da77-e03b-48b2-b1b4-affa53fe2e2f,acc_e313ef0b-9b23-4f40-8f5a-55a5da03759d,VNQ,Vanguard Real Estate ETF,Real Estate,355.0,96662.95,217384.03,2025-06-17 13:37:44
hld_0c3d7f09-87ee-4675-ac32-c8fb18813a6d,acc_e313ef0b-9b23-4f40-8f5a-55a5da03759d,GLD,SPDR Gold Shares,Commodity,431.28,288297.74,325700.07,2025-06-17 13:37:44
hld_7d667a09-6d8f-4d49-a134-f1788cdf0f43,acc_e313ef0b-9b23-4f40-8f5a-55a5da03759d,AGG,iShares Core U.S. Aggregate Bond ETF,Fixed Income,247.94,120469.09,282172.8,2025-06-17 13:37:44
hld_1418f765-711a-4183-a60a-775d2dca979f,acc_e313ef0b-9b23-4f40-8f5a-55a5da03759d,GOOGL,Alphabet Inc.,Equity,305.14,151968.87,307616.12,2025-06-17 13:37:44
hld_2e22c074-1c99-408f-92ee-9ed2f3a76f0d,acc_e313ef0b-9b23-4f40-8f5a-55a5da03759d,TSLA,"Tesla, Inc.",Equity,425.24,218947.57,468672.89,2025-06-17 13:37:44
hld_f8f79217-91ab-4388-80e7-fc241bc2db0d,acc_e313ef0b-9b23-4f40-8f5a-55a5da03759d,MSFT,Microsoft Corporation,Equity,403.12,68953.68,116974.82,2025-06-17 13:37:44
hld_7d1d5e6a-08c8-4de7-ab37-69d46fa93760,acc_e313ef0b-9b23-4f40-8f5a-55a5da03759d,BND,Vanguard Total Bond Market ETF,Fixed Income,412.27,171360.03,249576.43,2025-06-17 13:37:44
hld_22fc46f0-c31b-40aa-ba7f-466c018a8edc,acc_e313ef0b-9b23-4f40-8f5a-55a5da03759d,BTC-USD,Bitcoin,Cryptocurrency,71.68,48067.89,73237.98,2025-06-17 13:37:44
hld_7bdd2f5a-60e6-44f2-bd9a-147cb70cb22a,acc_e313ef0b-9b23-4f40-8f5a-55a5da03759d,ETH-USD,Ethereum,Cryptocurrency,121.37,47118.26,82615.01,2025-06-17 13:37:44
hld_ecf24bed-3140-4dc8-ba95-3a7cddf14fa8,acc_e313ef0b-9b23-4f40-8f5a-55a5da03759d,NVDA,NVIDIA Corporation,Equity,12.81,2935.67,3992.43,2025-06-17 13:37:44
hld_53556a43-08ed-4717-b179-1e22264b9355,acc_d12ed81a-1168-498d-9829-d37747981ed5,ETH-USD,Ethereum,Cryptocurrency,288.58,212596.89,523786.52,2025-06-17 13:37:44
hld_3af1263c-69e5-4d78-9ea9-64b558db0e8f,acc_d12ed81a-1168-498d-9829-d37747981ed5,VNQ,Vanguard Real Estate ETF,Real Estate,58.24,54739.78,98112.96,2025-06-17 13:37:44
hld_8a045687-5b11-4c14-9c9e-90949b97c186,acc_d12ed81a-1168-498d-9829-d37747981ed5,BRK-B,Berkshire Hathaway Inc.,Equity,478.27,238804.99,225956.33,2025-06-17 13:37:44
hld_cb488259-c6d1-43e3-ba3b-5b12500d7f27,acc_d12ed81a-1168-498d-9829-d37747981ed5,GLD,SPDR Gold Shares,Commodity,260.14,209420.5,264793.26,2025-06-17 13:37:44
hld_e2c4a0b5-7fe3-49a1-833a-5ff581734643,acc_d12ed81a-1168-498d-9829-d37747981ed5,AMZN,"Amazon.com, Inc.",Equity,461.0,131057.69,292154.7,2025-06-17 13:37:44
hld_97d19a35-c352-48b2-9d8e-f8b2f4a2e559,acc_d12ed81a-1168-498d-9829-d37747981ed5,AAPL,Apple Inc.,Equity,217.25,79378.8,132712.9,2025-06-17 13:37:44
hld_dc421959-8ce7-4017-be13-f3ca88297400,acc_d12ed81a-1168-498d-9829-d37747981ed5,TSLA,"Tesla, Inc.",Equity,270.78,247972.2,267068.98,2025-06-17 13:37:44
hld_c7851762-35e2-4e3f-9ca9-35050d0e31b3,acc_d12ed81a-1168-498d-9829-d37747981ed5,MSFT,Microsoft Corporation,Equity,324.8,31963.57,76810.89,2025-06-17 13:37:44
hld_79ad83e8-b71a-4527-bc35-335b8e2f6219,acc_d12ed81a-1168-498d-9829-d37747981ed5,AGG,iShares Core U.S. Aggregate Bond ETF,Fixed Income,73.17,13155.97,23930.06,2025-06-17 13:37:44
hld_4afc4737-cac3-4471-bf6a-290e67194ded,acc_d12ed81a-1168-498d-9829-d37747981ed5,JPM,JPMorgan Chase & Co.,Equity,391.63,130683.01,302411.7,2025-06-17 13:37:44
hld_17fb31bf-633f-4412-baf9-50339caa9630,acc_d12ed81a-1168-498d-9829-d37747981ed5,BND,Vanguard Total Bond Market ETF,Fixed Income,87.94,13187.48,14768.76,2025-06-17 13:37:44
hld_97c91904-d9d4-4f53-9fdb-78a00189e71c,acc_d12ed81a-1168-498d-9829-d37747981ed5,V,Visa Inc.,Equity,317.14,17350.73,40828.22,2025-06-17 13:37:44
hld_11a95967-e08d-4961-9cd1-af942064f093,acc_0fab6172-f902-4de6-a0d4-afeff49a11e2,NVDA,NVIDIA Corporation,Equity,99.8,75406.88,133904.7,2025-06-17 13:37:44
hld_faf88c44-7878-42a6-9032-4b135a1ad437,acc_0fab6172-f902-4de6-a0d4-afeff49a11e2,MSFT,Microsoft Corporation,Equity,107.45,15685.55,26170.19,2025-06-17 13:37:44
hld_43031868-2b3c-4a70-ae43-ff136e7a95aa,acc_c2a99684-8d52-4c1b-a5cd-e4c90ca68a70,AAPL,Apple Inc.,Equity,471.3,330041.96,633458.53,2025-06-17 13:37:44
hld_668140c3-cdc4-4ffb-b32e-c18edf98c9cb,acc_c2a99684-8d52-4c1b-a5cd-e4c90ca68a70,NVDA,NVIDIA Corporation,Equity,313.04,227267.04,192751.92,2025-06-17 13:37:44
hld_2e2a055d-6937-4689-b252-512bc918ae24,acc_c2a99684-8d52-4c1b-a5cd-e4c90ca68a70,AMZN,"Amazon.com, Inc.",Equity,372.89,25994.16,28977.55,2025-06-17 13:37:44
hld_bb9b2f70-c239-4406-98ae-d05b3a2a3de3,acc_c2a99684-8d52-4c1b-a5cd-e4c90ca68a70,V,Visa Inc.,Equity,34.86,26537.52,23403.34,2025-06-17 13:37:44
hld_5e3fcddc-e547-4cf6-becc-7a14b7dcc079,acc_c2a99684-8d52-4c1b-a5cd-e4c90ca68a70,BRK-B,Berkshire Hathaway Inc.,Equity,312.99,23755.94,56314.94,2025-06-17 13:37:44
hld_fa13eab7-78b6-44b4-b22d-9b79f02afccb,acc_c2a99684-8d52-4c1b-a5cd-e4c90ca68a70,GOOGL,Alphabet Inc.,Equity,29.03,9789.21,14600.99,2025-06-17 13:37:44
hld_17a0fc06-b082-43aa-8c62-e4f04cc76f2d,acc_c2a99684-8d52-4c1b-a5cd-e4c90ca68a70,VNQ,Vanguard Real Estate ETF,Real Estate,322.16,85768.66,73539.94,2025-06-17 13:37:44
hld_2f9d14fb-deec-4328-ada7-bab08da2643b,acc_57b55605-fc81-46cd-a340-503b13834344,JPM,JPMorgan Chase & Co.,Equity,296.58,59855.78,53798.04,2025-06-17 13:37:44
hld_df968b97-5c40-44c8-b07c-1bba49d5201e,acc_57b55605-fc81-46cd-a340-503b13834344,VNQ,Vanguard Real Estate ETF,Real Estate,207.29,114098.63,249518.09,2025-06-17 13:37:44
hld_d8bdcf88-7941-4f29-ae04-019931fa0375,acc_57b55605-fc81-46cd-a340-503b13834344,GOOGL,Alphabet Inc.,Equity,127.82,8002.81,14669.61,2025-06-17 13:37:44
hld_1041aa6c-9292-4369-b4de-a6d7852fc984,acc_57b55605-fc81-46cd-a340-503b13834344,V,Visa Inc.,Equity,472.49,391755.63,780767.04,2025-06-17 13:37:44
hld_4cd257a6-7da9-450d-87d8-6ac1424e6b32,acc_57b55605-fc81-46cd-a340-503b13834344,BRK-B,Berkshire Hathaway Inc.,Equity,341.23,284039.85,679973.38,2025-06-17 13:37:44
hld_737d7c27-e944-435a-8b63-b3ee3eb427f0,acc_57b55605-fc81-46cd-a340-503b13834344,ETH-USD,Ethereum,Cryptocurrency,16.84,10751.33,17248.46,2025-06-17 13:37:44
hld_158519be-57ea-49e6-b457-c4805b069621,acc_57b55605-fc81-46cd-a340-503b13834344,GLD,SPDR Gold Shares,Commodity,110.95,5610.74,10614.09,2025-06-17 13:37:44
hld_451e7792-e474-4f7e-90d4-d7aabe0904f7,acc_57b55605-fc81-46cd-a340-503b13834344,TSLA,"Tesla, Inc.",Equity,463.11,187698.48,195963.6,2025-06-17 13:37:44
hld_8cb7a3ed-a1b7-4286-b2de-efe6022f2278,acc_57b55605-fc81-46cd-a340-503b13834344,BND,Vanguard Total Bond Market ETF,Fixed Income,250.22,96975.26,222494.23,2025-06-17 13:37:44
hld_78b13ea6-80c9-4e67-b389-a1c37f1e33a7,acc_57b55605-fc81-46cd-a340-503b13834344,AGG,iShares Core U.S. Aggregate Bond ETF,Fixed Income,227.17,32860.14,66389.04,2025-06-17 13:37:44
hld_d7661270-33b3-4674-971c-4ed08775f320,acc_57b55605-fc81-46cd-a340-503b13834344,MSFT,Microsoft Corporation,Equity,141.57,139756.49,194090.26,2025-06-17 13:37:44
hld_050b13e6-02f9-41f4-915a-5eef11c42d4a,acc_98484c8f-3547-4fa2-9ffc-5ded9f37273a,NVDA,NVIDIA Corporation,Equity,377.9,369726.02,729954.78,2025-06-17 13:37:44
hld_8b82cddc-21ca-4b8e-ba15-85b7316bca37,acc_98484c8f-3547-4fa2-9ffc-5ded9f37273a,V,Visa Inc.,Equity,304.86,200994.2,241424.24,2025-06-17 13:37:44
hld_31246459-08f8-4ce7-9c2d-c10020f874a9,acc_98484c8f-3547-4fa2-9ffc-5ded9f37273a,AGG,iShares Core U.S. Aggregate Bond ETF,Fixed Income,41.29,28037.15,23839.84,2025-06-17 13:37:44
hld_73bfd3d6-98c7-45c1-9259-9e3535682bdd,acc_98484c8f-3547-4fa2-9ffc-5ded9f37273a,GOOGL,Alphabet Inc.,Equity,35.85,13635.91,24614.4,2025-06-17 13:37:44
hld_9ab69559-ad99-4d6b-9d9a-1be101f359b8,acc_98484c8f-3547-4fa2-9ffc-5ded9f37273a,AAPL,Apple Inc.,Equity,335.36,126923.7,310819.92,2025-06-17 13:37:44
hld_edef48f5-8fef-43af-9e9c-34a08c110171,acc_98484c8f-3547-4fa2-9ffc-5ded9f37273a,VNQ,Vanguard Real Estate ETF,Real Estate,128.07,96240.76,109533.98,2025-06-17 13:37:44
hld_1a5a0fcc-23b7-4d9b-8ac7-1f7f5fd76ec3,acc_98484c8f-3547-4fa2-9ffc-5ded9f37273a,AMZN,"Amazon.com, Inc.",Equity,237.22,102948.74,173950.49,2025-06-17 13:37:44
hld_3b2d8441-20d2-4f6c-874e-f68dcbe728a2,acc_98484c8f-3547-4fa2-9ffc-5ded9f37273a,TSLA,"Tesla, Inc.",Equity,210.72,32783.82,48272.14,2025-06-17 13:37:44
hld_5c6b091d-871b-4ba4-a4ec-8e82f3d87d33,acc_98484c8f-3547-4fa2-9ffc-5ded9f37273a,BTC-USD,Bitcoin,Cryptocurrency,392.55,204169.18,223667.11,2025-06-17 13:37:44
hld_0ac9d19d-82f3-4c5e-bb81-57bce225f008,acc_98484c8f-3547-4fa2-9ffc-5ded9f37273a,JPM,JPMorgan Chase & Co.,Equity,179.08,168539.35,285925.85,2025-06-17 13:37:44
hld_b9901559-f6c7-4fff-aa36-9fec81a6fa6d,acc_98484c8f-3547-4fa2-9ffc-5ded9f37273a,GLD,SPDR Gold Shares,Commodity,96.49,87713.27,145383.18,2025-06-17 13:37:44
hld_2d59ff7c-9098-4d27-a4bc-5db1e4b0328b,acc_98484c8f-3547-4fa2-9ffc-5ded9f37273a,BND,Vanguard Total Bond Market ETF,Fixed Income,296.53,131935.09,226571.58,2025-06-17 13:37:44
hld_46609420-35e4-4934-9844-ed077c9ecc47,acc_98484c8f-3547-4fa2-9ffc-5ded9f37273a,MSFT,Microsoft Corporation,Equity,478.9,444385.68,943282.03,2025-06-17 13:37:44
hld_ebb2037b-2523-4437-97dd-13d0aa66f960,acc_d873bada-93ab-460e-90d9-6762dad25b20,GOOGL,Alphabet Inc.,Equity,82.3,54592.88,126950.71,2025-06-17 13:37:44
hld_eb9adcd3-0e68-4400-a220-d08f705f7642,acc_d873bada-93ab-460e-90d9-6762dad25b20,AMZN,"Amazon.com, Inc.",Equity,118.41,109268.75,119850.79,2025-06-17 13:37:44
