transaction_id,account_id,ticker_symbol,transaction_type,trade_date,settlement_date,quantity,price,net_amount
txn_94f06be2-092e-4948-9b4b-4f47c153166e,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,NVDA,Sell,2025-06-04,2025-06-06,21.0,98.99,-2078.79
txn_683e9950-e4d0-4b05-8ff0-148c8e54fd84,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,,Withdrawal,2025-06-11,2025-06-13,0.0,0.0,-6073.32
txn_706cd834-76cb-4f85-b2f2-65cc0bcd98db,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,AAPL,Dividend,2025-05-05,2025-05-07,0.0,0.0,15.98
txn_b3fdcd02-7691-4ed4-a7aa-4c5c73ae3786,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,,Withdrawal,2025-05-20,2025-05-22,0.0,0.0,-4832.35
txn_ea1faa70-4872-4ffd-88b3-253f689b91db,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,BRK-B,Buy,2025-05-17,2025-05-19,18.81,230.9,4343.23
txn_3abb897d-dc36-4464-b7a9-62367745f5ef,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,,Deposit,2025-05-09,2025-05-11,0.0,0.0,2875.03
txn_a46f6f07-ed29-413d-b179-c7f1e3484b04,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,,Withdrawal,2025-06-14,2025-06-16,0.0,0.0,-6946.38
txn_11a14197-b279-48d5-9088-4d8a30b71495,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,,Deposit,2025-05-12,2025-05-14,0.0,0.0,985.13
txn_0cb27d28-0427-4f90-92e3-524709332197,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,,Withdrawal,2025-05-14,2025-05-16,0.0,0.0,-6165.96
txn_624a980c-b763-4a2e-aa79-75415dedff42,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,AAPL,Dividend,2025-05-20,2025-05-22,0.0,0.0,52.61
txn_ff667ef2-2706-49c2-a7ab-6cedd62bf927,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,,Deposit,2025-04-25,2025-04-27,0.0,0.0,6925.43
txn_da10de40-8b06-4800-adc3-c42415c6ab96,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,AGG,Sell,2025-05-28,2025-05-30,27.68,793.27,-21957.71
txn_6eb5dc57-9990-4673-9ba5-c28083d22aec,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,,Withdrawal,2025-05-20,2025-05-22,0.0,0.0,-2194.63
txn_c75bcfd0-53dd-4b55-8873-ee2a480ab94e,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,VNQ,Sell,2025-06-05,2025-06-07,33.79,377.31,-12749.3
txn_8cf7c844-fd92-4e31-ad70-4148d199b34c,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,BTC-USD,Buy,2025-05-25,2025-05-27,51.08,517.9,26454.33
txn_9a35e6fd-fdde-4ed3-8cb2-c140471a4e0f,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,,Deposit,2025-05-03,2025-05-05,0.0,0.0,2856.95
txn_8c814dba-9ec7-4918-8d69-d7d9ce8dfd5e,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,AGG,Dividend,2025-05-22,2025-05-24,0.0,0.0,538.19
txn_a2c73abf-6f71-4fbc-9dd7-b23146563927,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,,Withdrawal,2025-05-04,2025-05-06,0.0,0.0,-8349.14
txn_b01cb591-da7b-444f-9ee2-c1fbabfed5f0,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,,Deposit,2025-05-11,2025-05-13,0.0,0.0,1165.89
txn_74d5ce7c-6390-4927-8406-166ba61fa6d8,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,TSLA,Dividend,2025-05-22,2025-05-24,0.0,0.0,52.5
txn_557b015c-b42a-48a5-94b4-6161502bb224,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,,Deposit,2025-04-26,2025-04-28,0.0,0.0,8221.04
txn_95d98d35-70ac-440e-a70a-a4ed106b1c6d,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,JPM,Sell,2025-06-10,2025-06-12,8.98,271.64,-2439.33
txn_b5f4213d-652f-4924-9363-7ec426dd191b,acc_a1a8fcd9-c03b-47e0-b938-b3d94d110783,AGG,Buy,2025-05-05,2025-05-07,42.24,856.31,36170.53
txn_14e3c6da-c632-460c-b95e-e3a9fc3ad9e1,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Dividend,2023-04-23,2023-04-25,0.0,0.0,154.46
txn_b9780218-40fd-4754-8257-d65f55ca406f,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Deposit,2023-02-17,2023-02-19,0.0,0.0,3692.31
txn_8a359695-aea7-4f86-ae6c-9401a7b9e69f,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Dividend,2023-09-29,2023-10-01,0.0,0.0,210.97
txn_7dc5a6f1-1c5b-48a0-bfdc-d347a1284332,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Sell,2024-08-29,2024-08-31,6.1,229.66,-1400.93
txn_f17ebf09-302e-42aa-a94a-9c5524982e4f,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Sell,2025-03-23,2025-03-25,6.33,255.85,-1619.53
txn_24baf628-e106-470c-a4b2-7bbd9866a2c2,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Sell,2024-12-01,2024-12-03,18.87,241.07,-4548.99
txn_d5db4a6f-3962-4c08-90a4-903f9c7a1ec7,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Dividend,2024-08-16,2024-08-18,0.0,0.0,217.38
txn_98efc422-0b33-4e6a-ae00-19aa393c2425,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Deposit,2023-05-06,2023-05-08,0.0,0.0,3609.78
txn_540e1074-7721-4af6-83fc-f9ebdb9b36ea,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Withdrawal,2024-04-18,2024-04-20,0.0,0.0,-2127.2
txn_4d1da665-cfff-4f29-9676-3ac12cf20103,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Sell,2025-06-14,2025-06-16,10.32,218.04,-2250.17
txn_c7a32660-0382-4909-98d6-f8f0a2c953d9,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Deposit,2023-09-02,2023-09-04,0.0,0.0,4468.9
txn_7f9678dd-efd6-4125-bfda-90f522122bac,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Buy,2024-08-18,2024-08-20,27.57,233.37,6434.01
txn_e3479679-7262-4311-a60e-c1b5b6d5c2c6,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Deposit,2023-11-19,2023-11-21,0.0,0.0,7384.28
txn_322402f0-6ad3-414c-84c9-37738f248499,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Deposit,2024-12-27,2024-12-29,0.0,0.0,4766.11
txn_2c02643e-0af1-4341-b35e-5374ab17f635,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Deposit,2023-08-31,2023-09-02,0.0,0.0,8797.8
txn_ad22e047-d3fd-493c-a320-89e697f15a68,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Withdrawal,2023-08-30,2023-09-01,0.0,0.0,-9775.27
txn_4040ab49-a034-4ae5-91fd-22aba2239488,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Withdrawal,2025-02-18,2025-02-20,0.0,0.0,-5684.44
txn_848161b4-ca6a-49f3-ac99-15784cf9d77b,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Buy,2024-01-05,2024-01-07,23.54,250.67,5900.77
txn_f8373abe-7523-41d8-893b-61f0db5dcfb2,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Buy,2024-07-03,2024-07-05,24.27,219.97,5338.67
txn_f801f6b3-6b7e-429c-8e34-3291de9b175d,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Buy,2025-01-29,2025-01-31,4.53,245.57,1112.43
txn_355cfadb-d7c3-46b1-9a8e-d870f8267e8a,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Dividend,2023-06-20,2023-06-22,0.0,0.0,282.13
txn_68443d5d-3c91-4291-9c58-4826ed4af5ec,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Sell,2024-12-26,2024-12-28,28.68,216.93,-6221.55
txn_2b9efac5-1f7c-4d1f-b865-3f7535fd115c,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Dividend,2023-07-14,2023-07-16,0.0,0.0,112.69
txn_32cfbde0-9da7-4d63-a995-a10d20e5d1ba,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Withdrawal,2023-08-21,2023-08-23,0.0,0.0,-6929.02
txn_a35ed5d3-d28e-4ccb-a99f-6555690c3fef,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Deposit,2025-04-06,2025-04-08,0.0,0.0,5406.67
txn_c0e60448-436e-4661-bc70-96dcf41899a4,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Withdrawal,2023-06-19,2023-06-21,0.0,0.0,-7006.91
txn_bac5c1ff-76a7-4a9e-bd97-1060d46904f7,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Sell,2024-07-07,2024-07-09,10.5,222.36,-2334.78
txn_3a6372e2-2620-44eb-9a73-c37cd8fec0d4,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Sell,2023-10-10,2023-10-12,4.22,228.26,-963.26
txn_1fb1832f-cf34-42d0-9f76-f23db7577761,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Buy,2025-04-01,2025-04-03,27.32,235.89,6444.51
txn_a7a76cff-ace2-4f14-bc6a-be5b350dcf4d,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Withdrawal,2023-05-03,2023-05-05,0.0,0.0,-9780.1
txn_cab0b628-a470-4dcb-9c10-4aa67c82de6f,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Buy,2023-09-05,2023-09-07,1.78,233.16,415.02
txn_75041a6d-d798-46e2-a054-239d82756749,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Sell,2024-04-11,2024-04-13,15.63,259.05,-4048.95
txn_cd1495d0-2e16-486d-94e3-6d5a05648e29,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Deposit,2025-06-01,2025-06-03,0.0,0.0,5826.22
txn_51d8b47a-5c8f-4467-9390-8cfa17e78706,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Deposit,2023-03-10,2023-03-12,0.0,0.0,4372.81
txn_3c6d8f07-18dc-42a9-99f1-f786be932475,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Deposit,2024-11-16,2024-11-18,0.0,0.0,7647.89
txn_c5fa0c81-1857-46aa-acfb-14cbd7866e1f,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Buy,2024-06-13,2024-06-15,5.53,247.22,1367.13
txn_9a2d8dce-4c8f-4aeb-96b1-33205b6aa0d1,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Withdrawal,2024-12-01,2024-12-03,0.0,0.0,-3324.33
txn_53b84962-4d57-4098-bfea-7fe7af19b9c5,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,GLD,Sell,2023-02-19,2023-02-21,8.61,226.57,-1950.77
txn_6a50f6ab-7369-4427-afe0-d838c886ae27,acc_3cf9840a-c42b-4314-ad0c-5bb178e23117,,Withdrawal,2024-01-28,2024-01-30,0.0,0.0,-2245.29
txn_06fc668a-5784-4197-827e-86e27fe41ce6,acc_c3275420-2902-4884-92b9-1502cca5e202,,Withdrawal,2024-06-20,2024-06-22,0.0,0.0,-1935.77
txn_49ea3c28-8a07-477c-ba00-2f8e036eef86,acc_c3275420-2902-4884-92b9-1502cca5e202,,Deposit,2024-04-09,2024-04-11,0.0,0.0,2898.93
txn_01960daa-dab6-4728-a0cf-1281383e868e,acc_c3275420-2902-4884-92b9-1502cca5e202,GLD,Dividend,2025-01-14,2025-01-16,0.0,0.0,91.45
txn_346941e8-263b-44a7-ba3e-211efafe0193,acc_c3275420-2902-4884-92b9-1502cca5e202,,Withdrawal,2024-08-07,2024-08-09,0.0,0.0,-6323.03
txn_d9e3acab-539c-41bd-ba10-cf4913f6ff51,acc_c3275420-2902-4884-92b9-1502cca5e202,AAPL,Sell,2024-01-13,2024-01-15,4.28,53.02,-226.93
txn_eb74e593-8b16-4e99-85dd-e35b86376eda,acc_c3275420-2902-4884-92b9-1502cca5e202,BND,Dividend,2023-12-17,2023-12-19,0.0,0.0,144.71
txn_f4cb117a-a23d-472d-8e35-c9f01ef27865,acc_c3275420-2902-4884-92b9-1502cca5e202,AMZN,Dividend,2023-08-02,2023-08-04,0.0,0.0,187.61
txn_d80d74f9-ef0f-4acb-b4d3-4352c91995f0,acc_c3275420-2902-4884-92b9-1502cca5e202,,Deposit,2025-04-01,2025-04-03,0.0,0.0,8882.41
txn_1abcb828-b724-47ff-901e-2932c712d6ba,acc_c3275420-2902-4884-92b9-1502cca5e202,MSFT,Buy,2024-09-16,2024-09-18,12.65,211.87,2680.16
txn_e14c4fcf-cc0c-4831-8a9b-bbedc516caeb,acc_c3275420-2902-4884-92b9-1502cca5e202,,Deposit,2023-09-19,2023-09-21,0.0,0.0,6756.69
txn_47035379-5a24-4492-9a18-a9fcc7dac7b3,acc_c3275420-2902-4884-92b9-1502cca5e202,,Withdrawal,2024-12-13,2024-12-15,0.0,0.0,-3006.52
txn_66d960d8-4241-42e1-a6de-0d314543359d,acc_c3275420-2902-4884-92b9-1502cca5e202,GOOGL,Dividend,2024-08-09,2024-08-11,0.0,0.0,309.37
txn_86bd9686-dde8-45f6-ba72-2fc4cb164f61,acc_c3275420-2902-4884-92b9-1502cca5e202,,Deposit,2023-09-23,2023-09-25,0.0,0.0,1271.63
txn_2d098040-d52d-4d6c-a573-56400fe74d3d,acc_c3275420-2902-4884-92b9-1502cca5e202,GLD,Buy,2024-11-02,2024-11-04,32.03,239.7,7677.59
txn_e1e24e7b-bdb0-4341-84d8-f6418e732e31,acc_c3275420-2902-4884-92b9-1502cca5e202,AMZN,Sell,2025-05-20,2025-05-22,41.66,399.78,-16654.83
txn_e421a510-986a-4c4b-b43e-2b851743e348,acc_c3275420-2902-4884-92b9-1502cca5e202,,Withdrawal,2024-04-25,2024-04-27,0.0,0.0,-6715.69
txn_95b717fc-d16e-48a7-b3e5-b00ad9945a62,acc_c3275420-2902-4884-92b9-1502cca5e202,AGG,Dividend,2023-06-20,2023-06-22,0.0,0.0,146.87
txn_e587cda9-2b07-4415-8708-c67b13a872ee,acc_c3275420-2902-4884-92b9-1502cca5e202,,Withdrawal,2023-08-29,2023-08-31,0.0,0.0,-7277.29
txn_c96a915e-9c31-40ee-9fdf-fd47e9417c8c,acc_c3275420-2902-4884-92b9-1502cca5e202,,Withdrawal,2025-05-03,2025-05-05,0.0,0.0,-7627.92
txn_a6a28202-d7c2-4d10-bb59-74d891c6288d,acc_c3275420-2902-4884-92b9-1502cca5e202,BND,Buy,2024-12-13,2024-12-15,33.29,1481.43,49316.8
txn_7234479f-fdd6-4766-901d-4a960c9e4e99,acc_c3275420-2902-4884-92b9-1502cca5e202,,Deposit,2025-03-16,2025-03-18,0.0,0.0,7524.7
txn_f753448a-24c5-4d74-bd81-296fb1e8f6ef,acc_c3275420-2902-4884-92b9-1502cca5e202,,Withdrawal,2024-05-19,2024-05-21,0.0,0.0,-5065.37
txn_292dd215-94a3-4f9e-9db7-b3efe8373734,acc_c3275420-2902-4884-92b9-1502cca5e202,,Withdrawal,2024-07-11,2024-07-13,0.0,0.0,-3039.36
txn_89ef32db-1d85-41e5-9ccb-bfe916cc2781,acc_c3275420-2902-4884-92b9-1502cca5e202,GLD,Dividend,2023-10-08,2023-10-10,0.0,0.0,68.29
txn_6dbb0743-9566-4932-9b03-b17d16ac6fb9,acc_c3275420-2902-4884-92b9-1502cca5e202,GLD,Dividend,2024-06-01,2024-06-03,0.0,0.0,123.08
txn_1281deee-b8ed-4983-88b8-ff7b0df9ba51,acc_c3275420-2902-4884-92b9-1502cca5e202,GLD,Dividend,2023-12-11,2023-12-13,0.0,0.0,189.41
txn_07c4c48b-fb20-45e4-8bd8-1a830e50b53f,acc_c3275420-2902-4884-92b9-1502cca5e202,GOOGL,Sell,2023-06-10,2023-06-12,32.74,485.4,-15892.0
txn_40b6dc6f-0fb8-4a6c-9ff0-6c6db7180169,acc_c3275420-2902-4884-92b9-1502cca5e202,,Deposit,2024-07-01,2024-07-03,0.0,0.0,7232.57
txn_1bbe4953-8245-48be-a219-fda82046f7fb,acc_c3275420-2902-4884-92b9-1502cca5e202,,Deposit,2025-06-08,2025-06-10,0.0,0.0,6739.79
txn_24a43fbc-f1a0-49bf-8c8c-c309229abf8f,acc_c3275420-2902-4884-92b9-1502cca5e202,TSLA,Buy,2023-07-05,2023-07-07,31.58,1877.44,59289.56
txn_6a1038fa-cae7-4a49-8b46-908007846998,acc_c3275420-2902-4884-92b9-1502cca5e202,AGG,Buy,2025-01-30,2025-02-01,73.5,203.52,14958.72
txn_d536a1b9-eafa-4bf4-9663-fb6aa0024248,acc_c3275420-2902-4884-92b9-1502cca5e202,TSLA,Sell,2023-11-22,2023-11-24,73.18,1815.53,-132860.49
txn_b21791c2-10d5-485b-8909-353a55353ef1,acc_c3275420-2902-4884-92b9-1502cca5e202,AMZN,Sell,2024-09-30,2024-10-02,92.3,439.55,-40570.46
txn_dded712d-abe1-42cd-93ab-9d937ec37809,acc_c3275420-2902-4884-92b9-1502cca5e202,,Deposit,2025-02-22,2025-02-24,0.0,0.0,1349.39
txn_adf7e3f7-95bf-40f1-a33f-b1447d4acff8,acc_c3275420-2902-4884-92b9-1502cca5e202,TSLA,Buy,2024-04-29,2024-05-01,91.73,1815.7,166554.16
txn_4728d1cc-c654-4d88-ab30-a813265283fd,acc_c3275420-2902-4884-92b9-1502cca5e202,BND,Buy,2024-11-30,2024-12-02,75.71,1665.18,126070.78
txn_fa46c5df-e442-466d-a8c5-98bb0bb12613,acc_c3275420-2902-4884-92b9-1502cca5e202,,Withdrawal,2024-06-05,2024-06-07,0.0,0.0,-1284.69
txn_fc03314a-829c-4c34-a8b3-7dec54abdf64,acc_c3275420-2902-4884-92b9-1502cca5e202,GLD,Buy,2024-11-05,2024-11-07,2.77,255.84,708.68
txn_b1c36778-c140-47fb-b2f9-c26f2f794b57,acc_c3275420-2902-4884-92b9-1502cca5e202,,Deposit,2025-04-24,2025-04-26,0.0,0.0,5815.64
txn_cdb0ec0f-b202-46c9-ad48-ebf44370ba2c,acc_c3275420-2902-4884-92b9-1502cca5e202,,Deposit,2025-06-13,2025-06-15,0.0,0.0,5696.2
txn_0344ca17-9d55-41ba-bf40-1745d25704ef,acc_c3275420-2902-4884-92b9-1502cca5e202,JPM,Sell,2024-06-28,2024-06-30,35.99,680.66,-24496.95
txn_e816c55f-8c86-4575-a3e2-4c265b9730cf,acc_c3275420-2902-4884-92b9-1502cca5e202,,Deposit,2024-10-28,2024-10-30,0.0,0.0,5237.14
txn_b77791c7-080e-485e-b0d5-677a173149d0,acc_c3275420-2902-4884-92b9-1502cca5e202,,Withdrawal,2023-10-08,2023-10-10,0.0,0.0,-2715.21
txn_7633b62a-e919-49ee-a605-f54da213fd8e,acc_c3275420-2902-4884-92b9-1502cca5e202,,Deposit,2024-09-05,2024-09-07,0.0,0.0,7481.8
txn_5216c8dc-83b5-4759-824e-71863fc4ae99,acc_c3275420-2902-4884-92b9-1502cca5e202,,Withdrawal,2023-08-14,2023-08-16,0.0,0.0,-5882.59
txn_9ebd5460-b1d6-4052-aea8-188d71a106ee,acc_c3275420-2902-4884-92b9-1502cca5e202,,Deposit,2023-06-23,2023-06-25,0.0,0.0,3331.92
txn_0a4902ae-1d5b-467d-a41e-4da36bce0d9a,acc_c3275420-2902-4884-92b9-1502cca5e202,,Deposit,2024-07-05,2024-07-07,0.0,0.0,1897.65
txn_71a7500e-66d2-418f-b744-a2b84a130333,acc_c3275420-2902-4884-92b9-1502cca5e202,JPM,Dividend,2024-11-27,2024-11-29,0.0,0.0,77.44
txn_ffe54a26-acde-46a8-936e-fe8b0c041f5a,acc_c3275420-2902-4884-92b9-1502cca5e202,,Deposit,2024-05-17,2024-05-19,0.0,0.0,4379.42
txn_a2205816-1f05-46b4-8d8a-44bf68e98f00,acc_c3275420-2902-4884-92b9-1502cca5e202,JPM,Dividend,2025-01-13,2025-01-15,0.0,0.0,319.77
txn_a500d2b3-9021-4a3f-8079-aec4d4364432,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,,Deposit,2025-04-20,2025-04-22,0.0,0.0,9473.24
txn_f9b7f1e6-7011-4862-b196-9db5018a5699,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,NVDA,Buy,2023-10-31,2023-11-02,29.69,861.81,25587.14
txn_edd8da18-f754-44c1-abec-9334540c8a49,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,NVDA,Buy,2024-08-17,2024-08-19,36.63,793.42,29062.97
txn_d297854c-8d88-4317-89f5-7b32233d2a21,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,GLD,Dividend,2025-04-15,2025-04-17,0.0,0.0,223.29
txn_9252980b-22b1-4905-ade2-8539d8daba04,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,,Withdrawal,2025-06-13,2025-06-15,0.0,0.0,-6010.38
txn_fbd800c7-1947-4e43-af1e-7756ddb2a036,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,,Withdrawal,2025-02-10,2025-02-12,0.0,0.0,-8929.76
txn_3c003386-8035-4a63-a9de-7c14f5efc64a,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,NVDA,Sell,2024-05-18,2024-05-20,35.41,910.89,-32254.61
txn_154ce725-c436-4e9f-b809-905cf52edf36,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,,Deposit,2023-12-21,2023-12-23,0.0,0.0,1721.48
txn_17ac0b80-8736-40ff-88e6-813fd07d9003,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,,Withdrawal,2025-03-01,2025-03-03,0.0,0.0,-7504.69
txn_28e31b66-2748-45e8-9166-4a3f0522d7a0,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,BND,Sell,2024-09-21,2024-09-23,18.3,831.3,-15212.79
txn_3fed28b6-2cdf-4583-b4a4-5606707956fb,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,BND,Dividend,2024-08-12,2024-08-14,0.0,0.0,500.37
txn_f9741c7c-acbc-494f-9bb3-15fa656e020c,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,MSFT,Dividend,2024-12-02,2024-12-04,0.0,0.0,203.41
txn_a41762fa-b993-41b3-b719-85e024d45f53,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,AMZN,Sell,2024-05-02,2024-05-04,2.27,497.69,-1129.76
txn_615d1930-4537-46d0-ba8f-5c2a1c3f2983,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,GOOGL,Sell,2023-11-23,2023-11-25,78.25,634.47,-49647.28
txn_269c0324-f2b2-4521-b13b-d32bcf054b1c,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,AMZN,Dividend,2023-12-15,2023-12-17,0.0,0.0,10.89
txn_08d1ecc3-f789-47ca-ad5c-4506ff89bead,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,NVDA,Dividend,2024-12-05,2024-12-07,0.0,0.0,39.97
txn_d58fea6d-714e-4e7f-aba5-17d80c36c63b,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,,Withdrawal,2024-04-23,2024-04-25,0.0,0.0,-1937.09
txn_3502f40b-72a3-47c7-93c7-6e9721fb0e0b,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,MSFT,Buy,2024-07-06,2024-07-08,26.36,651.07,17162.21
txn_54f4a37a-9e51-4034-b261-563226c63f6c,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,,Withdrawal,2024-02-16,2024-02-18,0.0,0.0,-996.28
txn_f85ca76a-333b-477e-87b8-1a665d1fc333,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,BND,Buy,2024-12-04,2024-12-06,34.59,862.47,29832.84
txn_1ce146ce-760e-4c32-8883-d3d042ea9c44,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,MSFT,Sell,2024-05-12,2024-05-14,8.63,552.74,-4770.15
txn_c903dc54-6d11-4e89-af13-e9b3ba0cdf68,acc_61aa9a4b-5c7b-4002-8b26-4769d97a1ac0,,Withdrawal,2023-10-09,2023-10-11,0.0,0.0,-1155.71
